max_rpm,energy,duration,speed,weight
1619,2441,0.183,77.5,24378
346,651,0.262,59.3,5028
2108,5517,0.339,44.4,32622
3900,5094,0.175,82.9,61007
215,377,0.229,62.6,3284
3912,9954,0.361,45.2,59340
1333,8620,0.817,19.9,20393
211,247,0.166,90.6,3288
692,5458,1.082,13.2,10651
254,278,0.157,87.7,3752
2040,5548,0.33,42.4,30967
2629,4034,0.223,67.5,38933
202,252,0.155,93.0,3025
970,3859,0.576,23.7,14485
3147,6075,0.244,61.0,48423
5204,7499,0.2,78.8,77900
946,1485,0.207,78.2,14910
5450,12049,0.266,57.3,82323
1091,1818,0.237,66.2,16261
603,820,0.187,78.2,9348
3591,4915,0.175,85.7,55220
891,1439,0.2,78.6,13759
808,2602,0.375,41.9,12670
893,1049,0.148,99.7,13616
3836,8565,0.308,49.1,54915
3404,33922,1.334,12.2,51817
643,1783,0.361,42.6,9696
498,2696,0.718,21.5,7367
927,4896,0.757,20.9,13702
1309,3809,0.392,35.3,18799
350,2433,1.018,14.8,5081
3064,5071,0.228,72.0,44661
934,5589,0.876,16.7,13413
479,1807,0.508,28.3,7388
204,1294,0.833,18.4,3037
352,2098,0.903,15.7,5091
5534,16458,0.445,34.1,82003
460,694,0.227,61.5,6597
247,284,0.157,96.8,3871
803,981,0.172,88.8,12125
464,582,0.166,88.8,6649
151,643,0.567,25.8,2294
483,1480,0.421,33.8,7080
1067,7424,0.859,16.9,16805
1176,1695,0.187,80.1,17313
561,3178,0.875,16.3,8068
758,1625,0.264,60.1,11507
5546,23196,0.484,32.3,87380
555,1813,0.448,31.9,8752
380,393,0.139,99.2,5492
353,403,0.173,78.1,5184
767,977,0.179,85.3,11988
2486,4293,0.23,61.5,39033
307,366,0.153,88.4,4477
2204,3537,0.214,68.1,32070
139,185,0.172,95.2,2172
672,2242,0.441,35.3,10298
2851,5224,0.253,63.6,41610
502,699,0.193,72.1,7525
1265,2951,0.302,45.4,18146
296,343,0.152,89.2,4459
2472,3028,0.167,98.2,36446
163,322,0.265,54.4,2453
3910,10059,0.329,45.2,56166
286,634,0.28,52.5,4342
3968,5140,0.181,86.7,61179
520,830,0.212,68.1,7942
2332,17424,1.077,14.0,33794
464,1072,0.28,58.8,6972
4546,43658,1.283,11.6,69206
219,283,0.189,80.1,3282
258,749,0.379,39.5,4020
872,2011,0.303,52.5,13761
179,245,0.175,81.9,2755
290,2010,0.988,14.2,4305
5463,23643,0.649,24.3,80252
6279,13492,0.322,45.8,91212
605,2205,0.529,30.7,8715
4894,13714,0.382,40.4,74073
1150,1368,0.152,99.8,16852
366,445,0.163,84.3,5745
1989,2478,0.175,89.6,31216
1689,2293,0.165,94.3,26332
6356,19501,0.379,40.7,95835
365,1096,0.389,36.7,5640
1808,6977,0.526,31.1,27722
165,220,0.171,84.7,2451
205,275,0.196,71.2,3119
136,580,0.527,31.3,2030
6594,19182,0.358,43.9,99789
2974,6172,0.265,55.6,46139
2771,5879,0.283,57.5,43415
953,1019,0.153,90.0,14690
412,1106,0.311,44.3,6468
243,322,0.169,91.8,3614
418,831,0.282,49.7,6090
571,828,0.211,77.2,8705
2540,3386,0.171,93.7,38545
1135,1425,0.157,91.7,16515
175,1507,1.069,15.1,2708
137,470,0.478,28.5,2146
198,418,0.286,52.9,2984
674,1533,0.334,48.8,9964
5184,9892,0.237,67.7,77001
1648,1792,0.153,95.0,24207
2934,16833,0.698,20.1,46058
820,1585,0.279,50.7,12398
534,2098,0.551,27.3,8231
209,267,0.169,90.5,3056
4256,4619,0.14,96.8,61547
2791,5589,0.278,53.1,42814
246,1568,0.826,19.4,3860
964,1396,0.184,80.7,14836
861,1372,0.193,72.7,13460
1510,4618,0.39,41.9,23069
5421,5923,0.159,89.9,81016
1349,1583,0.162,97.8,19321
1092,2084,0.234,60.2,16551
157,316,0.242,60.9,2435
164,529,0.407,36.8,2558
268,548,0.24,62.6,4162
146,317,0.304,49.6,2270
2506,6951,0.381,37.2,36640
2159,16759,0.938,16.0,33880
238,721,0.456,32.7,3405
3518,14641,0.508,27.8,52662
245,498,0.28,58.8,3664
426,790,0.251,64.2,6497
359,622,0.25,64.8,5297
570,1422,0.346,44.9,8581
354,802,0.292,47.9,5416
881,1193,0.179,85.1,13543
684,1395,0.302,52.9,9844
6193,6935,0.138,98.9,94881
164,343,0.302,49.6,2489
229,399,0.215,68.5,3488
157,1142,0.973,14.5,2459
1494,2458,0.213,68.8,23137
159,229,0.19,86.6,2475
3583,4419,0.165,94.8,52737
978,1132,0.144,99.8,14818
1077,3733,0.433,35.4,15718
1224,1993,0.23,61.8,17995
252,597,0.303,50.6,3901
290,573,0.267,60.7,4334
475,2402,0.628,24.2,6961
1377,1952,0.18,87.1,20387
306,360,0.162,91.9,4550
215,468,0.299,50.5,3152
5668,18674,0.442,35.2,88967
148,805,0.703,22.7,2179
3010,5344,0.216,71.5,46215
2930,10285,0.431,38.1,43639
415,563,0.174,91.9,6397
234,395,0.225,70.4,3399
235,411,0.235,68.1,3535
2070,3717,0.238,60.3,30615
1696,12562,1.048,14.1,24725
2962,3623,0.162,93.9,42745
5341,7926,0.224,66.5,78303
1927,2188,0.161,99.5,29963
254,446,0.233,58.4,3679
349,538,0.191,73.9,5183
3635,29678,1.072,15.1,53937
315,484,0.205,66.9,4535
172,254,0.18,78.8,2656
2033,2768,0.182,80.1,31324
644,883,0.199,79.3,9658
4998,19865,0.5,30.4,73139
1688,2316,0.167,97.8,25456
192,200,0.142,99.6,2848
5410,36893,0.959,16.8,81547
370,451,0.152,94.3,5499
514,1538,0.395,36.1,7480
622,905,0.208,72.0,9648
166,381,0.339,40.4,2443
956,1154,0.151,97.1,13950
214,1119,0.761,19.1,3239
628,1171,0.255,54.8,9599
500,1319,0.331,48.5,7886
2822,7176,0.373,39.3,41120
3033,5291,0.242,68.1,46301
239,1314,0.743,21.8,3644
550,756,0.189,74.5,8390
574,698,0.153,98.3,8616
245,335,0.186,82.4,3616
3112,3965,0.183,87.4,45454
2098,5839,0.381,42.4,31811
285,749,0.392,39.2,4211
572,919,0.241,56.5,8396
197,1671,1.059,14.1,3025
1494,1830,0.17,95.1,23352
222,1090,0.682,22.9,3215
6421,8925,0.177,91.3,94646
2868,18286,0.886,17.5,42401
586,723,0.162,84.0,9205
1322,7158,0.693,23.7,19230
4743,45894,1.21,13.4,70692
1205,1745,0.186,74.8,17475
276,788,0.393,35.2,3958
613,976,0.203,74.3,8799
3737,7574,0.263,60.0,54138
1576,9043,0.74,19.8,24861
1765,1937,0.148,93.9,25502
3791,8137,0.296,50.7,59392
4557,6362,0.191,76.1,66048
4764,9195,0.264,55.1,73068
195,332,0.24,64.4,2898
1068,3372,0.434,37.2,16806
2481,9530,0.541,28.0,36235
2475,5091,0.265,58.8,38639
1418,3416,0.312,49.6,21469
264,619,0.336,45.1,3840
3077,4902,0.205,70.5,45271
2120,3407,0.203,72.1,33456
184,1471,1.022,14.1,2801
780,2354,0.401,40.5,12275
267,712,0.34,47.1,3950
522,3123,0.814,18.7,7488
145,598,0.52,31.2,2146
620,4922,1.103,14.6,9575
1129,1370,0.163,99.7,17189
1576,1933,0.186,76.3,22577
1737,11072,0.876,17.9,26808
3535,33446,1.296,11.8,52706
306,526,0.21,74.7,4646
219,467,0.289,49.5,3204
3866,5211,0.193,80.8,55945
242,306,0.158,93.1,3690
6136,10248,0.25,63.9,90597
3618,15568,0.592,26.8,54010
925,1272,0.176,80.4,14190
6057,6917,0.146,96.0,92989
195,376,0.252,62.2,2927
421,654,0.212,71.4,6545
1669,4414,0.376,40.4,24285
501,1518,0.355,44.3,7864
4833,8729,0.211,76.1,75562
169,189,0.152,93.5,2585
1100,2009,0.228,66.6,17157
1341,1886,0.197,81.1,20178
1696,7926,0.633,25.4,25703
370,1421,0.494,29.1,5437
580,993,0.239,57.9,8325
3708,15916,0.548,25.9,54252
276,535,0.243,67.1,4287
3534,10700,0.411,36.2,50798
1191,1488,0.182,81.2,18070
2622,3388,0.164,82.7,39442
2157,4714,0.264,51.7,32615
293,1321,0.59,26.3,4503
1282,1930,0.224,68.2,18510
3906,5003,0.153,99.4,59602
728,1087,0.209,66.0,10843
5697,47432,1.101,13.2,87748
805,7405,1.379,11.6,11730
239,582,0.361,38.8,3496
599,2530,0.585,27.6,9176
5619,6966,0.167,83.2,82783
475,575,0.163,86.0,6985
4004,13678,0.449,33.3,59690
4231,13277,0.416,39.3,62841
528,1822,0.463,31.3,7870
176,247,0.169,91.8,2770
2308,5112,0.276,55.2,34043
449,651,0.202,69.1,6765
2834,5952,0.301,47.4,42775
780,1357,0.244,66.8,11300
847,1898,0.314,44.7,13350
2726,8673,0.384,40.6,41944
572,1033,0.244,67.1,8925
719,1253,0.219,63.2,11321
567,1622,0.404,36.4,8712
588,2571,0.605,23.4,8416
1019,2331,0.328,43.2,15652
3207,7295,0.293,47.4,47332
528,1042,0.232,66.6,8234
1047,1274,0.171,92.3,15549
1927,15373,1.172,13.3,27578
374,1447,0.51,31.9,5738
408,1540,0.508,27.4,5922
5393,9464,0.262,55.2,77067
2280,5369,0.299,48.7,33907
1250,1687,0.188,75.6,19127
1709,4970,0.438,31.8,25205
154,265,0.236,63.5,2242
1447,1851,0.179,89.5,22447
973,1357,0.178,92.0,14678
1107,1138,0.144,96.3,16913
532,870,0.201,79.6,8159
190,238,0.175,91.5,2750
281,1017,0.471,31.1,4260
5409,19241,0.498,27.8,82473
666,7154,1.556,10.6,9894
804,1338,0.21,73.6,12413
159,203,0.174,94.4,2458
154,630,0.557,26.8,2316
2184,3592,0.218,67.3,33074
1071,1432,0.185,77.2,16414
931,1363,0.176,93.5,14632
345,588,0.209,68.2,5177
2533,2533,0.139,97.3,36841
266,767,0.367,41.0,3862
272,798,0.353,41.5,4204
816,1372,0.243,58.9,12127
423,991,0.346,44.5,6129
347,3776,1.441,10.1,5265
1736,2432,0.194,75.9,24961
1770,2159,0.175,77.7,25527
3257,4789,0.198,77.2,50333
666,1707,0.338,41.1,10249
171,342,0.248,57.0,2661
377,987,0.369,42.4,5834
6416,60802,1.262,11.4,92476
1433,2580,0.231,60.6,20608
2045,12184,0.721,21.1,32125
138,794,0.822,17.2,2058
1018,1278,0.184,78.0,15186
152,1635,1.415,10.9,2316
1252,1651,0.163,96.3,18541
5108,10878,0.279,56.4,73348
5697,6791,0.152,98.5,88378
1062,7514,0.977,15.2,16573
763,1588,0.254,62.5,12008
5303,14557,0.34,41.4,80646
1829,2462,0.162,85.9,27891
170,480,0.364,42.5,2578
824,2731,0.44,33.4,12367
350,469,0.179,87.2,5119
828,2232,0.326,43.7,12566
778,7658,1.257,11.5,11880
1342,3328,0.359,45.1,19501
557,888,0.214,68.9,8075
246,949,0.464,32.9,3802
938,2055,0.283,48.9,14349
3542,23926,0.929,15.1,51465
1715,3040,0.216,62.9,26863
492,733,0.189,78.1,7514
5153,12353,0.349,47.2,77706
4580,12495,0.337,47.8,70932
292,1910,0.858,17.9,4536
154,724,0.571,28.2,2333
2484,12704,0.639,23.9,36348
3511,6902,0.274,53.4,50946
6160,11732,0.243,57.6,88186
4147,5066,0.162,95.4,64988
1357,9216,0.849,16.6,20956
1087,1677,0.231,64.0,15906
149,288,0.278,57.4,2230
343,692,0.246,56.5,5249
781,1021,0.157,88.6,12075
1524,5851,0.497,28.5,23379
1171,9493,1.109,13.7,17692
2357,3657,0.202,70.5,36538
416,1172,0.366,41.1,5975
1167,10683,1.244,11.6,18233
197,623,0.46,32.6,2823
695,2019,0.379,37.8,10088
2489,5132,0.251,65.5,37629
2057,8119,0.587,25.5,30136
6537,17050,0.333,47.2,96405
384,891,0.292,53.4,5931
921,1937,0.292,51.3,14042
484,555,0.146,97.7,7259
757,6249,1.066,14.1,11209
3825,4313,0.163,95.6,57142
1932,3469,0.239,62.4,29072
4185,5591,0.168,81.6,63135
295,578,0.278,48.7,4433
4035,8613,0.285,50.8,60931
169,182,0.157,89.1,2526
4478,5563,0.179,90.6,64674
489,1523,0.446,31.5,7246
466,1801,0.526,27.9,6847
998,1968,0.286,54.7,14826
5361,6783,0.175,91.0,79292
161,440,0.383,39.0,2411
503,850,0.204,68.7,7933
3993,5759,0.194,73.7,57058
598,797,0.184,80.1,9417
287,571,0.24,60.8,4359
674,1739,0.315,46.2,10537
578,662,0.143,97.0,9037
4929,8930,0.25,65.0,71828
2607,3314,0.18,75.6,39403
990,2845,0.361,41.0,14428
6225,10074,0.234,70.3,95552
803,2988,0.466,33.2,12345
163,571,0.454,32.1,2511
376,565,0.188,74.3,5579
757,1547,0.288,56.9,11012
245,351,0.189,71.5,3694
5364,19379,0.454,34.2,81454
2804,4615,0.253,63.9,40168
366,707,0.272,50.0,5712
1343,2338,0.246,63.7,20173
2221,7125,0.456,36.2,33631
5085,7423,0.207,74.4,79475
4098,5759,0.179,82.5,62936
953,3837,0.483,33.4,15008
2864,9247,0.409,37.1,41413
1215,2018,0.227,69.5,18034
1195,1746,0.21,72.6,17380
209,311,0.186,73.4,3133
220,346,0.198,71.4,3275
1079,2463,0.303,45.4,15874
397,829,0.303,45.5,5725
138,483,0.411,32.9,2171
2216,9685,0.612,24.1,33815
154,200,0.194,72.3,2271
1431,9501,0.874,18.4,20529
1151,1392,0.167,94.4,16485
5982,7575,0.18,84.4,88515
859,1180,0.172,87.2,13295
164,210,0.156,91.6,2564
1205,2952,0.319,46.8,17311
3556,4595,0.179,86.2,53706
6384,29240,0.654,24.2,98774
749,6206,1.15,11.9,10768
448,726,0.194,80.6,7001
4733,30716,0.94,16.7,69407
285,318,0.153,99.0,4226
1419,2112,0.2,70.7,22213
641,857,0.194,77.8,9779
151,592,0.467,32.1,2348
524,762,0.211,70.6,7781
375,3185,1.071,13.9,5644
1855,2298,0.162,85.4,29287
5715,21742,0.556,25.3,81845
374,588,0.19,72.8,5707
3111,11619,0.471,30.2,47828
160,1139,0.884,16.2,2483
1057,2304,0.267,53.3,16416
184,714,0.56,25.2,2635
5044,8121,0.208,75.6,77254
2647,9723,0.508,31.4,40090
1813,4964,0.355,40.8,26234
3394,6043,0.236,61.1,50211
1656,5372,0.45,35.6,25185
6139,16699,0.349,44.0,88559
2231,2861,0.172,83.4,32660
4829,22267,0.599,26.1,74472
1022,5728,0.835,17.4,15122
219,659,0.386,39.6,3161
1052,2943,0.342,48.2,15790
224,407,0.245,58.8,3285
1417,3757,0.374,43.5,20307
897,1144,0.178,81.1,13205
1462,12164,1.117,13.5,22843
135,321,0.305,48.9,2080
288,708,0.357,44.4,4286
890,1484,0.2,68.3,13670
5744,6111,0.159,97.0,82396
592,1327,0.282,55.9,8969
698,763,0.151,98.8,10520
2227,5748,0.371,37.2,32754
1418,11959,1.114,12.8,21225
424,2115,0.624,24.9,6440
636,1852,0.355,45.6,9976
315,851,0.384,38.5,4687
6051,34270,0.81,18.7,87553
226,518,0.29,48.9,3334
564,1630,0.364,40.4,8565
142,795,0.69,21.0,2212
327,958,0.422,36.7,4762
2949,4109,0.183,89.8,42366
289,915,0.429,37.2,4393
186,254,0.19,74.3,2735
845,1433,0.234,65.1,12797
138,271,0.283,48.4,2079
192,619,0.452,31.5,2786
3010,6903,0.324,43.2,47115
2735,4646,0.229,63.3,40901
4646,14012,0.374,41.6,71750
3712,15799,0.511,29.3,56601
1958,10549,0.796,20.5,28955
155,186,0.159,89.2,2454
2877,6279,0.294,49.6,42762
3563,5579,0.219,66.3,54642
3089,5521,0.262,54.1,45566
939,1347,0.186,88.5,14619
339,625,0.248,59.2,4974
3693,8900,0.306,53.3,54603
2400,2976,0.157,93.2,34392
6437,9232,0.189,74.8,92749
239,1200,0.692,20.0,3677
307,1568,0.618,26.0,4835
310,388,0.168,80.8,4580
2991,4229,0.192,85.2,44415
263,564,0.25,59.1,4155
166,321,0.238,59.9,2595
6685,11828,0.23,66.9,99438
152,279,0.281,49.5,2203
3641,5423,0.193,71.2,52490
537,3575,0.809,19.8,8351
3546,3953,0.153,96.5,53815
1114,1629,0.194,77.5,17511
4523,6508,0.21,66.8,68057
5121,12128,0.356,38.5,74921
142,638,0.596,24.5,2072
179,403,0.321,46.8,2686
340,656,0.227,69.5,5325
1806,3279,0.224,67.0,27426
4492,11169,0.357,44.4,64591
784,1253,0.212,65.2,12090
1406,1706,0.164,83.2,21491
285,2170,1.13,12.4,4181
3181,6610,0.313,50.6,46627
6108,8784,0.202,78.3,88001
377,732,0.235,59.2,5719
925,1486,0.198,68.6,13858
186,409,0.275,56.5,2801
1239,1479,0.162,99.3,17823
978,8092,1.057,14.9,14296
242,459,0.26,54.2,3519
724,4414,0.837,18.2,11274
507,2478,0.647,24.4,7390
1019,2678,0.321,44.5,15402
1255,5616,0.629,24.0,19771
131,146,0.149,96.7,2067
2663,2785,0.149,95.2,39260
2141,6100,0.408,40.2,32540
579,951,0.24,67.6,8381
167,307,0.256,58.0,2460
2433,3478,0.167,83.4,38338
5698,10613,0.236,66.5,83915
330,3967,1.423,10.0,5117
469,583,0.178,78.7,7090
277,352,0.19,77.2,4105
1321,2378,0.27,55.9,19108
243,299,0.151,91.3,3665
553,622,0.166,91.8,8057
2095,3674,0.237,57.2,30565
1182,2114,0.25,64.7,17891
604,668,0.163,99.7,9070
703,2019,0.426,36.9,10351
1145,3569,0.38,39.2,18031
141,516,0.539,26.4,2046
186,223,0.174,90.6,2719
4084,6486,0.212,77.0,62843
189,1002,0.716,19.5,2712
2049,2390,0.151,98.4,31759
5077,7590,0.191,75.8,73138
377,479,0.168,86.5,5766
583,4111,1.027,14.3,8520
1229,2751,0.295,55.4,18518
4296,6105,0.196,72.9,62954
5128,10718,0.254,58.9,79670
2351,4584,0.234,70.0,36101
179,267,0.179,83.6,2806
1894,4935,0.368,43.7,27409
650,743,0.158,86.4,9956
857,4529,0.663,24.7,12610
166,484,0.409,34.4,2423
292,2632,1.183,13.9,4223
2821,7927,0.328,42.8,44064
818,2012,0.336,44.2,11811
420,567,0.175,82.5,6509
613,1005,0.215,68.8,8983
3858,7676,0.289,49.3,56575
2374,4460,0.239,68.7,37459
376,2729,0.977,14.8,5803
210,870,0.59,26.2,3167
354,573,0.209,66.4,5360
5094,8780,0.236,67.7,73344
1279,1943,0.19,79.7,19459
1121,3077,0.355,46.3,16121
1369,1916,0.197,75.0,20619
584,870,0.197,71.6,8373
3209,3440,0.15,96.7,47019
1066,4251,0.535,29.4,15490
202,438,0.259,59.7,3157
222,388,0.247,64.2,3313
1050,1144,0.137,99.9,16335
5096,21071,0.542,28.1,78025
450,1009,0.285,57.1,6682
4092,10478,0.336,41.2,60028
2527,5034,0.24,57.3,39737
352,1279,0.507,30.9,5272
154,1213,1.011,14.3,2305
190,382,0.252,61.5,2978
2304,6447,0.376,40.2,34571
297,1329,0.624,26.4,4367
544,1705,0.413,39.2,8546
973,6908,1.076,14.4,14236
2295,2385,0.15,95.5,34164
214,325,0.229,62.3,3114
635,1016,0.194,83.3,9804
918,2268,0.317,48.1,13339
1061,1541,0.174,91.3,16591
3244,7252,0.278,53.5,49136
253,413,0.224,61.7,3914
3261,6289,0.267,54.3,47153
2046,2992,0.184,76.0,30075
1117,2404,0.26,61.0,17596
1956,6294,0.453,34.4,30867
654,2962,0.596,23.1,10023
220,368,0.238,64.6,3436
1826,3858,0.298,54.0,27048
1055,6431,0.837,18.6,15575
1698,4336,0.33,45.6,24395
522,991,0.256,56.3,7503
4704,6466,0.191,84.4,69465
1261,8707,0.877,16.8,19904
183,576,0.388,41.4,2793
775,1051,0.189,84.0,11620
2569,4600,0.233,68.4,38552
3010,9711,0.456,36.1,44693
965,1261,0.183,86.1,13846
4586,7495,0.25,54.4,66248
365,784,0.257,54.9,5698
649,630,0.139,97.9,9968
4632,4693,0.148,95.2,67254
4586,10428,0.324,42.3,66641
1905,9928,0.662,22.7,29243
3928,10390,0.346,39.3,57598
191,1517,1.171,12.7,2830
3920,36561,1.365,11.9,58969
453,1282,0.345,45.6,7010
278,361,0.172,94.7,4017
346,436,0.16,88.4,5101
661,1430,0.269,56.0,10259
363,666,0.237,60.9,5343
478,4863,1.422,10.5,7009
234,890,0.516,29.4,3391
412,3761,1.113,12.2,6371
1312,1597,0.182,77.9,18763
724,3747,0.676,23.1,11264
522,729,0.179,88.2,7764
2511,4180,0.224,67.9,37087
4359,15953,0.467,30.6,65929
2568,11257,0.608,24.2,38618
507,688,0.207,66.5,7329
2488,2993,0.18,91.1,36797
241,425,0.216,74.7,3624
213,600,0.331,41.4,3329
490,811,0.223,62.9,7731
3024,8793,0.401,38.0,47129
365,336,0.142,99.9,5242
175,255,0.211,77.4,2561
233,390,0.241,65.3,3348
3658,8123,0.298,48.1,57545
1619,2604,0.206,65.6,23867
342,1103,0.39,40.7,5385
1203,9431,1.173,12.6,17557
1037,2772,0.339,45.6,15753
1661,1997,0.153,93.7,25977
334,484,0.21,66.4,4979
3835,27261,0.884,17.6,58833
454,509,0.166,89.6,6708
2046,5871,0.415,34.2,30223
144,431,0.436,31.9,2130
601,1939,0.415,36.7,8593
521,1041,0.253,61.9,7917
1113,2002,0.243,59.0,16764
182,409,0.29,54.2,2658
2956,3908,0.188,74.6,43998
298,960,0.377,38.5,4688
1949,2875,0.196,80.4,28268
2948,14070,0.601,25.8,46308
1161,1697,0.178,80.4,18015
2322,3711,0.199,69.7,36288
1700,2735,0.191,71.5,26638
510,1285,0.3,53.3,8036
3015,4359,0.196,70.0,47343
419,2419,0.806,17.2,6334
1214,1399,0.164,86.6,18685
2370,17245,0.989,15.0,36935
596,2894,0.679,23.4,8807
423,681,0.23,61.9,6537
765,1148,0.198,76.5,12062
3243,21120,0.817,16.9,49059
4972,6510,0.16,92.9,76021
1104,1093,0.144,97.6,16869
1763,2625,0.219,64.5,26597
4643,8715,0.274,53.3,68495
198,325,0.206,76.7,2940
345,980,0.398,39.6,4958
2138,4759,0.271,54.4,32020
3336,4051,0.15,92.5,50181
3701,4602,0.149,96.0,57160
693,754,0.161,93.4,10145
182,676,0.479,33.6,2836
738,3231,0.531,30.9,11086
326,960,0.419,36.8,4932
423,927,0.293,49.7,6248
2849,8090,0.407,38.3,41028
187,436,0.332,43.7,2687
3283,6411,0.233,65.9,50940
693,981,0.181,78.6,10656
1415,2032,0.188,76.2,20593
189,242,0.165,83.3,2840
496,4308,1.145,12.9,7485
193,1614,1.074,14.3,2840
5793,9214,0.196,81.0,86032
3284,7067,0.275,58.0,47048
811,1696,0.266,62.0,12076
318,2234,0.934,14.7,4796
5160,16326,0.454,33.0,77080
529,781,0.223,67.5,7699
253,323,0.182,87.3,3754
1224,1354,0.155,92.5,18106
5602,9254,0.249,55.0,80255
136,234,0.244,59.1,2030
334,450,0.194,85.0,5076
5340,10954,0.277,58.4,78600
264,469,0.26,56.5,3905
197,287,0.176,91.5,3114
1236,1508,0.168,81.1,18610
3977,4738,0.157,91.8,58247
861,3681,0.529,29.6,12930
6708,11118,0.248,57.2,97895
1891,2569,0.164,85.8,28505
186,1105,0.804,20.0,2672
6348,8335,0.188,81.5,97234
630,2954,0.622,26.5,9863
407,557,0.168,82.7,6156
1187,2023,0.224,65.1,17735
431,1659,0.527,27.4,6577
182,468,0.307,52.6,2804
136,212,0.2,71.4,2011
764,1320,0.217,67.0,11610
3567,8182,0.287,48.5,52824
1285,1720,0.174,90.9,18766
6819,11954,0.251,56.7,99690
404,770,0.247,55.5,6142
402,3037,0.949,15.6,5991
247,275,0.158,93.0,3736
262,958,0.541,25.9,3799
422,686,0.242,57.6,6103
2918,4105,0.197,82.3,44467
4422,14844,0.466,29.4,69164
5846,11626,0.24,57.5,90713
326,1186,0.45,31.7,4962
4217,6102,0.209,78.4,62853
489,850,0.226,60.8,7223
203,292,0.183,87.0,3109
4076,5133,0.179,90.5,60141
1675,2436,0.214,68.4,24085
257,345,0.191,75.3,3809
692,1469,0.261,59.4,10747
413,1037,0.35,44.6,6152
2390,3955,0.232,68.3,35712
814,929,0.174,91.7,11786
6297,15618,0.301,47.5,95893
163,528,0.406,38.3,2477
539,1233,0.309,45.0,8020
880,2191,0.306,49.2,13175
975,6333,0.923,16.6,14316
437,908,0.255,54.9,6883
2326,4198,0.252,54.5,34672
3929,6598,0.224,63.0,61263
5148,14554,0.346,42.7,78683
3160,6116,0.248,65.2,46650
3588,4530,0.17,89.0,55736
1126,1295,0.164,96.0,17234
3442,5512,0.224,62.5,50604
443,3444,0.999,13.8,6556
607,639,0.146,97.2,9506
464,701,0.196,73.5,6909
800,2525,0.376,40.2,12448
397,1986,0.695,23.2,6112
5713,29769,0.645,22.9,86055
435,1856,0.6,25.1,6800
205,1453,0.958,14.1,2934
1012,1239,0.149,91.2,15706
171,289,0.234,58.7,2500
212,309,0.214,73.0,3082
330,452,0.177,84.5,4718
814,963,0.173,81.2,12301
753,940,0.171,89.4,10892
3184,3470,0.156,97.1,45675
2327,4977,0.278,49.5,36089
705,861,0.161,95.5,10600
470,781,0.21,75.1,7378
465,2847,0.878,16.4,6897
2776,4666,0.218,71.4,41307
158,217,0.196,71.8,2451
144,163,0.172,91.5,2102
2857,8338,0.373,43.6,44940
888,1543,0.237,62.6,12932
211,2043,1.283,11.1,3337
340,935,0.368,39.9,5026
4903,35183,0.913,15.6,76793
3752,6634,0.237,57.0,57716
2189,3060,0.185,83.6,32131
860,3433,0.477,28.6,13192
1021,1879,0.246,57.5,15312
6302,26506,0.552,28.4,90769
5568,30847,0.743,20.9,87467
319,598,0.245,56.0,4642
3045,22231,0.904,17.1,47760
277,576,0.259,62.9,4326
295,2662,1.07,12.8,4611
1970,10027,0.752,19.6,28163
629,1251,0.264,59.5,9752
5302,8597,0.245,63.2,76506
198,1665,1.125,12.6,2833
974,1795,0.227,61.6,14794
4910,6616,0.185,85.5,72706
4709,7283,0.218,75.0,68721
243,1379,0.725,21.8,3689
540,994,0.259,63.3,8393
1492,2346,0.217,70.5,22537
255,2214,1.22,13.4,3731
6047,7927,0.179,87.0,88241
4647,6318,0.177,91.6,71641
247,292,0.162,86.5,3843
223,306,0.189,84.2,3212
177,277,0.183,77.0,2793
4787,6438,0.203,67.0,70169
271,467,0.212,71.1,4265
702,914,0.175,82.6,10192
803,1229,0.196,69.6,11577
1360,4461,0.416,39.5,20832
169,479,0.354,43.8,2647
323,457,0.179,90.7,4856
4996,52130,1.429,11.5,76489
4620,7169,0.201,72.9,69886
2880,3172,0.149,95.9,42502
139,203,0.191,73.6,2157
472,497,0.151,99.5,7187
1599,2382,0.213,71.9,23329
396,3196,1.139,13.1,5869
4599,6369,0.174,84.4,70208
1617,5089,0.393,35.6,23877
181,370,0.296,50.1,2649
4713,11573,0.361,38.1,70049
5504,21961,0.471,34.2,84770
171,393,0.279,48.8,2710
1102,2871,0.332,44.1,16050
450,626,0.206,67.0,6552
632,937,0.19,83.2,9299
257,843,0.393,36.7,4038
1290,4226,0.473,29.2,19193
5837,8525,0.216,70.0,84841
943,1585,0.231,70.3,14313
178,232,0.178,91.1,2766
1520,15429,1.246,11.4,22614
521,664,0.18,86.8,7569
3623,7153,0.239,56.9,56914
737,1224,0.211,65.9,10953
287,1710,0.823,18.2,4252
284,634,0.29,48.9,4223
2738,9731,0.522,30.5,40470
381,1371,0.496,32.9,5652
2582,5367,0.244,55.4,40228
290,356,0.171,83.1,4475
474,662,0.193,76.9,7039
784,1571,0.24,63.2,12356
5410,11478,0.278,58.5,80073
5188,13114,0.334,48.5,76562
291,379,0.158,97.5,4492
546,868,0.236,60.4,8121
240,912,0.482,32.9,3588
956,3636,0.459,30.7,14705
805,1380,0.252,65.0,12121
4706,8129,0.237,57.1,67825
5032,52446,1.422,10.7,76046
605,663,0.163,84.7,8968
870,1351,0.201,73.4,13692
4254,7590,0.221,69.6,66635
2998,24463,0.962,16.2,46946
139,386,0.372,42.6,2028
459,607,0.162,94.2,6995
675,782,0.163,87.6,10413
